StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
155646,Claremore Plaza - Francis Energy,1660 N Lynn Riggs Blvd,Claremore,OK,74017,United States,36.32489227,-95.60749264,"CCS (Type 1), CHAdeMO","50, 50",8,Francis Energy,Public,Operational,2024-02-11T03:44:00Z,"General: 50kW DC Fast Chargers Provided by Francis Energy, Access: Use EVGateway App to manage charging ; No reviews found",$1.00/session+$0.21/minute,N/A,N/A
222132,Temple of Israel,2103 E 23rd St,Tulsa,OK,74114,United States,36.12988,-95.963011,"CHAdeMO, CCS (Type 1), CCS (Type 1), CHAdeMO","100, 100, 60, 60",8,Francis Energy,Public,Operational,2024-02-10T13:51:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
269256,LIBERTY EMPIRE ASBURY,21133 Uphill Rd,Asbury,MO,64832,United States,37.362007,-94.59034,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:59:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
155642,Staples - Francis Energy,2711 S Harvard Ave,Tulsa,OK,74114,United States,36.12356501,-95.93976978,"CCS (Type 1), CHAdeMO","50, 50",8,Francis Energy,Public,Operational,2024-02-11T14:41:00Z,"General: 50kW DC Fast Chargers Provided by Francis Energy, Access: Use EVGateway App to manage charging; Error occurred",$1.00/session+$0.21/minute,N/A,N/A
123647,LIBERTY EMPIRE KCUMB-JOPLIN 1,2901 St Johns Blvd,Joplin,MO,64804,United States,37.058648,-94.52749,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2023-03-07T05:15:00Z,Access: 24 hours daily; Error occurred,N/A,N/A,N/A
222648,LIBERTY EMPIRE CJHS 2,806 Walnut,Carl Junction,MO,64834,United States,37.178352,-94.57516,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:59:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
110291,Francis Solar,1924 E 6th St,Tulsa,OK,74104,United States,36.151811,-95.963779,"Type 1 (J1772), Tesla (Model S/X)","9.6, 15.4",2,N/A,Public,Operational,2018-11-13T13:27:00Z,"General: One Tesla & One J1772, both free all of the time. , Access: 24 hours daily; No reviews found",N/A,N/A,N/A
222516,15316 Co Rd 4201 (US-DCS-HDK-1),15316 Co Rd 4201,Pawhuska,OK,74056,United States,36.84587,-96.42317,Type 1 (J1772),3.7,1,Rivian Waypoints L2 Network,Public,Operational,2024-02-20T09:58:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
242034,JLR TULSA CUSTOMER PARK,3905 S Memorial Dr,Tulsa,OK,74145,United States,36.106732,-95.885434,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T09:56:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
123823,Evergy - Pittsburg Service Center,1909 S Olive St,Pittsburg,KS,66762,United States,37.386638,-94.710357,Type 1 (J1772),3.7,1,N/A,Public,Operational,2024-02-20T10:00:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
222593,Liberty Utilities - Baxter Springs Service Center,901 W 5th St,Baxter Springs,KS,66713,United States,37.030817,-94.746007,Type 1 (J1772),3.7,4,N/A,Public,Operational,2024-02-20T09:58:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
