StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
276371,Rappahannock Library,1201 Caroline St,Fredericksburg,VA,22401,United States,38.30605,-77.46066,"CHAdeMO, CCS (Type 1)","50, 50",2,N/A,Public,Operational,2024-02-20T10:04:00Z,"Access: During library hours; ""Friendly and clean environment 🙏 self service!""; ""It's really cool and there's alot of fascinating stuff in that room.""; ""Excellent children's section/play area with helpful and professional staff.""",N/A,N/A,N/A
233370,CAMBRIAN 06-03,Cambrian College,Greater Sudbury,ON,P3A 3V8,Canada,46.529432,-80.93958,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:51:00Z,"Access: 24 hours daily; ""3 programs later, friendly people and staff""; ""Wasted my two months… waited for offer letter, paid fees for offer letter.""; ""Very friendly and kind at curbside pickup for my ordered textbooks.""",N/A,N/A,N/A
95275,Horseshoe Pines Marina,9 Haven DR,Seguin,Ontario,P2A 2W8,Canada,45.294177,-79.855224,Tesla (Model S/X),16,2,Tesla (Tesla-only charging),Public - Membership Required,Operational,2017-11-05T07:07:00Z,"General: 2 Tesla Connectors, up to 16kW.Available for customers. Self park.; ""Fast and friendly service.""; ""Nice place fairly busy.""; ""Ian and Joe are very accommodating and personable.""",N/A,FALSE,TRUE
172747,Cambrian Ford,1615 Kingsway,Sudbury,ON,P3A 1A3,Canada,46.50524651,-80.9391873,Type 1 (J1772),6.2,2,ChargePoint,Public - Membership Required,Operational,2021-02-16T08:18:00Z,"""Great service, good scheduling, and awesome staff.""; ""- the price is slightly more expensive than that of competitors.""; ""Jeff the salesman I dealt with went above and beyond with his services.""","$1.00 per hour. After 1h, an additional parking fee of $1/h applies.",FALSE,TRUE
224504,QTS_ALL STATION 1,22271 Shellhorn Rd,Ashburn,VA,20147,United States,38.999873,-77.47515,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2023-02-13T09:50:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
124400,Shirlie Slack Mitsubishi,3475 Jefferson Davis Hwy,Fredericksburg,VA,22408,United States,38.271867,-77.493368,Type 1 (J1772),3.7,1,N/A,Public - Notice Required,Operational,2024-02-20T10:03:00Z,"Access: Dealership business hours
Public - Call ahead; ""Jacob small gave wonderful service to my husband and i.""; ""Our salesman, Jabob Small, delivered our vehicle as promised.""; ""Great selection of new and low mileage used cars.""",N/A,FALSE,FALSE
111098,Best Western - Oshawa,559 Bloor St W,Oshawa,ON,L1J 5Y6,Canada,43.874643,-78.876826,"CHAdeMO, CCS (Type 1)","40, 40",2,N/A,Public - Pay At Location,N/A,2020-06-26T03:07:00Z,"Access: 24 hours daily
Public - Credit card at all times; No reviews found",N/A,TRUE,FALSE
262758,"KBR - Chantilly, VA",15020 Conference Center Drive,Chantilly,VA,20151,United States,38.877957,-77.466343,Type 1 (J1772),3.7,4,SemaConnect,Public,Operational,2023-07-12T08:36:00Z,"Access: 24 hours daily; ""Great place to work, great company and great people!""; ""They have a free fountain soda machine on every floor...""",N/A,N/A,N/A
160228,Oshawa Power and Utilities Corp,100 Simcoe St S,Oshawa,ON,L1H 7M7,Canada,43.8950188,-78.8627919,"CHAdeMO, CCS (Type 1)","50, 50",2,N/A,Private - Restricted Access,Planned For Future Date,2024-02-20T10:42:00Z,"General: Planned for future date. Not Operational.; ""Office walk-ins are impossible since they keep their doors locked at all times.""; ""Very unprofessional service.""; ""There is a staff shortage to follow-up with customers.""",N/A,N/A,TRUE
167223,New York Thruway Pembroke Commuter Park and Ride Lot,8420 Alleghany Road,Pembroke ,New York,14036,United States,43.00288301,-78.40750341,Type 1 (J1772),7,2,EV Connect,Public,Operational,2020-08-31T03:27:00Z,"Date: 2020-08-31T03:25:17.113Z | User: Robert Seemueller | Comment: N/A | Status: Charged Successfully | URL: N/A, Date: 2020-08-31T03:24:57.803Z | User: Robert Seemueller | Comment: N/A | Status: Equipment & Location Confirmed Correct | URL: N/A; No reviews found",free,N/A,N/A
8788,Simcoe St N,Simcoe St N,Oshawa,Ontario,L1H 7K4,Canada,43.9455452,-78.89333344,"Type 1 (J1772), NEMA 5-20R","N/A, N/A",1,ChargePoint,N/A,Unknown,2017-11-04T14:04:00Z,No reviews found,N/A,N/A,N/A
140822,Verizon - Richmond,3011 Hungary Spring Rd,Richmond,VA,23228,United States,37.624726,-77.520545,Type 1 (J1772),3.7,4,N/A,Private - Restricted Access,Operational,2024-02-20T10:01:00Z,Access: For employee use only; No reviews found,N/A,N/A,TRUE
249409,MID NORTH MITSU DUAL PORT L2 EV,2100 Kingsway,Sudbury,ON,P3B 2G2,Canada,46.497823,-80.920261,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:51:00Z,"Access: 24 hours daily; ""I couldn’t be happier with my new car and the level of service I received.""; ""Staff are very knowledgeable, both in the sales and service departments.""; ""So pissed off at the quality of work and customer service at this dealership.""",N/A,N/A,N/A
223121,Village Shopping Center,7029 Three Chopt Road,Richmond,VA,23226,United States,37.59074,-77.533397,"CHAdeMO, CCS (Type 1)","50, 50",4,eVgo Network,Public,Operational,2024-03-17T14:43:00Z,"Access: 24 hours daily; ""Great selection of meats, fruit, vegetables, flowers, etc.""; ""Good service,drinks and snack while you get pampered""; ""Had the sausage and gravy biscuits with hash browns.""",N/A,N/A,N/A
223122,LIBBIE MILL B3,4900 Libbie Mill E Blvd.,Richmond,VA,23230,United States,37.591631,-77.494241,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:01:00Z,"Access: 24 hours daily; ""Great food and service.""; ""Great place to eat a Crafted""; ""With free Parking space ❤❤❤""",N/A,N/A,N/A
141517,Verizon - Ashburn,22001 Loudoun County Pkwy,Ashburn,VA,20147,United States,39.011209,-77.471198,Type 1 (J1772),3.7,12,N/A,Private - Restricted Access,Operational,2024-02-20T10:09:00Z,"Access: For employee use only; ""Good work environment and phone service has been good""; ""People who work here must be very poor excuses for human beings.""; ""Verizon has def lost a customer.""",N/A,N/A,TRUE
249413,CAMBRIAN 15-03,1400 Barry Downe Rd,Greater Sudbury,ON,P3A 3V8,Canada,46.530593,-80.940434,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:51:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
306452,Flying J Travel Center #693,8484 Allegheny Rd,Pembroke,NY,14036,United States,43.00151192,-78.40664199,"CCS (Type 1), CCS (Type 1)","350, 350",4,eVgo Network,Public,Operational,2024-11-24T02:37:00Z,No reviews found,N/A,N/A,N/A
224564,Giant Food Ashburn Farm,43330 Junction Plaza,Ashburn,VA,20147,United States,39.0365375,-77.501527,Type 1 (J1772),3.7,2,PEA Volta,Public,Operational,2024-02-20T10:09:00Z,"Access: Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm; ""At least you're getting high quality groceries and service.""; ""Awesome staff this day; I left feeling service was 100%!""; ""Reasonable price and fair selection of products.""",N/A,N/A,N/A
111580,MID NORTH MITSU,2100 Kingsway,Sudbury,ON,P3B 2G2,Canada,46.498773,-80.92063,Type 1 (J1772),3,3,ChargePoint,Public,N/A,2019-12-24T09:24:00Z,"Access: 24 hours daily; ""I couldn’t be happier with my new car and the level of service I received.""; ""Staff are very knowledgeable, both in the sales and service departments.""; ""So pissed off at the quality of work and customer service at this dealership.""",N/A,N/A,N/A
223103,Willow Lawn,1601 Willow Lawn Dr,Richmond,VA,23230,United States,37.5834735,-77.4962956,"CHAdeMO, CCS (Type 1)","50, 50",8,eVgo Network,Public,Operational,2024-03-17T14:44:00Z,"Access: 24 hours daily; ""Includes: Outdoor tables & benches; small concert area; children's play area.""; ""Great Italian Food, Great Selection of foods 2 choose from & ALWAYS Yummy!!)""; ""Location offers a great variety of retail and dining options""",N/A,N/A,N/A
248382,Parking Garage 2 - McMillan,117 Bond St W,Oshawa,ON,L1G 1A6,Canada,43.897129,-78.868009,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:42:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
81341,Terrawoods Resort on Muskoka Shores,184 Horseshoe Lake RD,Parry Sound,Ontario,P2A 2W8,Canada,45.297754,-79.857544,Tesla (Model S/X),16,2,Tesla (Tesla-only charging),Public - Membership Required,Operational,2017-02-01T09:32:00Z,"General: 2 Tesla Connectors, up to 16kW.Available to the public. Please call ahead.; ""Owners and housekeeping staff are highly engaging and give personalized service.""; ""The only positive was the people I spent the weekend with and the location.""; ""Very nice office staff, clean rooms and excellent service.""",Free,FALSE,TRUE
124136,Ashland Town Hall,200 S Railroad Ave,Ashland,VA,23005,United States,37.758078,-77.48209,Type 1 (J1772),3.7,4,N/A,Public,Operational,2024-02-20T10:02:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
294081,"Target T1931 (Richmond, VA)",7107 Forest Hill Ave,Richmond,VA,23225,United States,37.53453,-77.52742,CCS (Type 1),350,6,Electrify America,Public,Planned For Future Date,2024-03-18T14:43:00Z,"Access: 24 hours daily; ""Handicap cart is right at the door and CVS staff all know me now.""; ""Great selection and service.""; ""Awesome clothes in style.Clothes sold to fit small people,especially size 0.""",N/A,N/A,N/A
276527,GENEVA MGMT DC FAST- 09680,14848 Stonecroft Center Ct,Chantilly,VA,20151,United States,38.900598,-77.461976,"CHAdeMO, CCS (Type 1)","50, 50",2,ChargePoint,Public,Operational,2023-12-04T03:48:00Z,"Access: 24 hours daily; ""Could not ask for a better group of people to work with.""; ""He had limited info and was bothered when I asked about pricing and inventory.""; ""The sales team seems okay, but sales and general management were big negatives.""",N/A,N/A,N/A
224406,Center of Excellence (Lab - For Testing Purpose Only),21660 Red Rum Dr,Ashburn,VA,20147,United States,39.01712,-77.47907,"CHAdeMO, CCS (Type 1), CCS (Type 1)","50, 350, 150",19,Electrify America,Public,Operational,2023-12-20T02:25:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
217507,Fort Desoto Park - 2,3500 Pinellas Bayway S,St Petersburg,FL,33715,United States,27.613439,-82.735965,Type 1 (J1772),3.7,1,Shell Recharge Solutions (US),Public,Operational,2023-12-04T03:13:00Z,"Access: 24 hours daily; ""Great place with locations to swim, picnic, fish or bring your dog.""; ""Gift Shop/ Snack Shop serves sandwiches, hotdogs, burgers & fries.""; ""Easy parking, snack bar, restrooms with showers, and a close by picnic area""",N/A,N/A,N/A
224073,Manassas MO,8801 Sudley Rd,Manassas,VA,20110,United States,38.765972,-77.481155,Type 1 (J1772),3.7,2,N/A,Private - Restricted Access,Operational,2024-02-20T10:06:00Z,No reviews found,N/A,N/A,TRUE
111117,UOIT,40 Conlin Road,Oshawa,ON,L1H 7K4,Canada,43.948455,-78.894837,Type 1 (J1772),3,5,ChargePoint,Public,N/A,2019-12-24T09:22:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
27831,CITYOFMANASSAS,9027 Center St,Manassas,VA,20110,United States,38.750938,-77.470247,"NEMA 5-20R, Type 1 (J1772)","1.9, 3.7",4,ChargePoint,Public,N/A,2020-06-26T03:00:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
276525,GENEVA MGMT DC FAST- 07798,14852 Stonecroft Center Ct,Chantilly,VA,20151,United States,38.900223,-77.461906,"CHAdeMO, CCS (Type 1)","50, 50",2,ChargePoint,Public,Temporarily Unavailable,2023-12-04T03:48:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
231465,South Oshawa Community Centre,1455 Cedar St,Oshawa,ON,L1J 0A8,Canada,43.85895,-78.846224,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:42:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
129546,Home2Suites - Clermont,1450 Champions Way,Clermont,FL,34711,United States,28.589844,-81.778903,Type 1 (J1772),3.7,2,EV Connect,Public,Operational,2024-02-20T09:34:00Z,No reviews found,N/A,N/A,N/A
141508,LOUDOUN METRO,43378 Old Ryan Rd,Ashburn,AL,20148,United States,39.002235,-77.49985,Type 1 (J1772),3,2,ChargePoint,Public,Operational,2019-12-24T09:15:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
224501,QTS_ALL STATION 2,22271 Shellhorn Rd,Ashburn,VA,20147,United States,38.998839,-77.474197,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2023-02-13T09:50:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
244384,LIBBIE MILL A1,4901 Libbie Mill E Blvd.,Richmond,VA,23230,United States,37.59006,-77.494079,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:01:00Z,"Access: 24 hours daily; ""Great food and service.""; ""Great place to eat a Crafted""; ""With free Parking space ❤❤❤""",N/A,N/A,N/A
119738,6TH CIVIL ENG,7369-7399 S MacDill Ave,Tampa,FL,33621,United States,27.861733,-82.494325,Type 1 (J1772),3,4,ChargePoint,Public,N/A,2019-12-24T09:08:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
270219,Lakeridge Health Osh 1,1 Hospital Court,Oshawa,ON,L1G 2B9,Canada,43.904573,-78.869398,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:42:00Z,"Access: 24 hours daily; ""It’s not the money or more staff needed, rather quality over quantity.""; ""Good food and friendly nurses however not the cleanest place.""; ""Once called into to wait to see a doctor, we waited another hour and a half.""",N/A,N/A,N/A
276526,HY OF CHANTILLY ST3-IN SHOP,14848 Stonecroft Center Ct,Chantilly,VA,20151,United States,38.900537,-77.461732,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T10:07:00Z,"Access: 24 hours daily; ""Quality of the service and the staff is second to none.""; ""Recommend checking the advertised price on the Internet before you go in.""; ""Check in was handled quickly and I headed for the customer lounge to wait.""",N/A,N/A,N/A
7901,7400 Brookside Lane,7400 Brookside Lane,Fredericksburg,Virginia,22408-8856,United States,38.163265,-77.473229,"NEMA 5-20R, Unknown","N/A, N/A",1,(Unknown Operator),N/A,Unknown,2017-11-04T14:04:00Z,"""A nice place, a bit small, but lots of amenities and friendly folks.""; ""Cell service is really bad - both Verizon and AT&T (hot spots of no help).""; ""The owner and staff are friendly and very knowledgable about the area.""",N/A,N/A,N/A
90583,Quality Inn West End,8008 W Broad St,Richmond,Virginia,23294,United States,37.626376,-77.528253,Tesla (Model S/X),16,1,Tesla (Tesla-only charging),Public - Membership Required,Operational,2017-07-19T05:43:00Z,"General: 1 Tesla Connector, up to 16kW.Available for customers. Please see front desk.; No reviews found",N/A,FALSE,TRUE
222309,"Halifax, NC",10401 NC-903,Halifax,NC,27839,United States,36.366073,-77.674312,NACS / Tesla Supercharger,250,20,Tesla (Tesla-only charging),Public,Operational,2023-11-20T16:20:00Z,"General: 20 Superchargers, available 24/7, up to 250kW, Access: Located at Oasis; No reviews found",N/A,N/A,N/A
270220,DURHAMCOLLEGE OSHAWA EV1,2000 Simcoe St N,Oshawa,ON,L1H 7K4,Canada,43.945091,-78.894804,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:42:00Z,"Access: 24 hours daily; ""Great facilities, their bistro has tasty food.""; ""Rooms were great although a bit cold for the current weather.""; ""Administrative staff are the best I enjoyed my 2 years experience in the college""",N/A,N/A,N/A
124397,Radley Chevrolet,3670 Jefferson Davis Hwy,Fredericksburg,VA,22404,United States,38.271078,-77.491973,Type 1 (J1772),3.7,3,N/A,Public,Operational,2024-02-20T10:03:00Z,"Access: 24 hours daily; ""The sales staff, reception staff, loan processor, and service team are awesome.""; ""Great sales, showroom, professional staff, and service department.""; ""Chevy dealer gave me a little bit of a run around.""",N/A,N/A,N/A
231498,Parking Garage 1 - Centre St,1-29 Centre St N,Oshawa,ON,L1H 1A1,Canada,43.897721,-78.865469,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:42:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
231494,Civic Recreation Complex,99 Thornton Rd S,Oshawa,ON,L1J 5Y1,Canada,43.886944,-78.890059,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:42:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
111585,Tru-Nor Truck Centre,1035 Falconbridge Rd,Sudbury,ON,P3A 4M9,Canada,46.520264,-80.92157,Tesla (Model S/X),3.7,1,N/A,Public,Operational,2024-02-20T10:51:00Z,"Access: 24 hours daily; ""Organize place with enough mechanic on site""; ""Never had this issue with the Soo location before it shut down.""; ""Stocked with every part , piece or component needed today for ANY truck.""",N/A,N/A,N/A
71447,CushWake #5,15036 Conference Center Dr,Chantilly,VA,20151,United States,38.8796543,-77.462407,Type 1 (J1772),3.7,1,GE WattStation (No longer active),Private - Restricted Access,N/A,2020-06-26T03:00:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,TRUE
131151,City Hall - 1,685 W Montrose Street,Clermont,FL,34711,United States,28.554832,-81.766598,Type 1 (J1772),3.7,1,Shell Recharge Solutions (US),Public,Operational,2023-12-04T03:14:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
3634,Pohanka Nissan,5200 Jefferson Davis Hwy,Fredericksburg,VA,22408,United States,38.255259,-77.496979,"Type 1 (J1772), CHAdeMO, CCS (Type 1)","6.5, 50, 50",3,Nissan US Dealer Network,Public,Operational,2023-12-20T17:20:00Z,No reviews found,N/A,N/A,N/A
248378,Regional Municipality of Durham,40 King St W,Oshawa,ON,L1H 3Z3,Canada,43.89514,-78.8659,Type 1 (J1772),3.7,2,N/A,Public,Operational,2024-02-20T10:42:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
223106,Bon Secours St. Mary’s Hospital - Parking Deck,5801 Bremo Rd,Richmond,VA,23226,United States,37.58455249,-77.51359941,Type 1 (J1772),3.7,4,N/A,Public - Pay At Location,Operational,2024-02-20T10:01:00Z,"Access: 24 hours daily
Public - Credit card at all times; No reviews found",N/A,TRUE,FALSE
141545,Ashburn Village Shopping Center,44110 Ashburn Shopping Plz,Ashburn,VA,20147,United States,39.044952,-77.475057,"Type 1 (J1772), CHAdeMO, CCS (Type 1)","3.7, 40, 40",3,eVgo Network,Public - Membership Required,Operational,2020-06-26T03:01:00Z,"Access: 24 hours daily
Public - Card key at all times; ""Visited the physicians weight loss center great staff great service""; ""Lots of food choices, both fast food and sit down dining.""; ""Convenient shopping, services and restaurants with plenty of parking.""",N/A,FALSE,TRUE
281342,CED Electric Supplies,4910 E Adamo Dr,Tampa,FL,33605,United States,27.95333843,-82.40323777,Type 1 (J1772),3.7,1,Chargelab,Private - Restricted Access,Operational,2024-02-20T09:33:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,TRUE
248380,Regional Municipality of Durham,45 King St E,Oshawa,ON,L1H 4P9,Canada,43.89626,-78.86103,Type 1 (J1772),3.7,2,N/A,Public,Operational,2024-02-20T10:42:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
124015,LIBBIE MILL C2,5001 Libbie Mill E Blvd.,Richmond,VA,23230,United States,37.589808,-77.495321,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:01:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
