StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
219691,SCA-BLUEZONE NORTH 1,4702 E Acoma Dr,Phoenix,AZ,85032,United States,33.61832,-111.97963,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:43:00Z,Access: Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm; No reviews found,N/A,N/A,N/A
223487,675 Peter Jefferson Parkway # 1,675 Peter Jefferson Parkway # 1,Charlottesville,VA,22911,United States,38.024125,-78.437225,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:03:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
71426,Shenandoah National Park - Big Meadows,Skyline Dr Milepost 51,Stanley,VA,22851,United States,38.518021,-78.436611,Type 1 (J1772),3.7,1,N/A,Public,Operational,2024-02-20T10:04:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
139118,Mesquite Library,4525 E Paradise Village Parkway North,Phoenix,AZ,85032,United States,33.604665,-111.983689,Type 1 (J1772),3.7,2,Blink Charging,Public,Operational,2024-02-20T09:43:00Z,"Access: 24 hours daily; ""Comfortable sitting arrangement, soothing ambience and loads of books.""; ""Very pleased with their selection, staff & programs offered.""; ""Great location with covered parking and friendly and helpful staff.""",N/A,N/A,N/A
158470,CITYOFCHANDLER OREGON 3 SOUTH,160 S Oregon St,Chandler,AZ,85225,United States,33.301274,-111.843188,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:41:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
219520,4TH ST 4TH PO FROM EAST 1,3540 N Goldwater Blvd,Scottsdale,AZ,85251,United States,33.489112,-111.927535,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:42:00Z,"Access: 24 hours daily; ""The front desk team and rest of the leasing office impeccable service.""; ""Not to mention the proximity to great restaurants and shopping!""; ""Lack of security, dog feces throughout, loud parties and zero customer service.""",N/A,N/A,N/A
275260,Ascend Durbin Creek,15 Ascend Circle,Saint Johns,FL,32259,United States,30.10287836,-81.54450246,Type 1 (J1772),3.7,6,Blink Charging,Public,Operational,2024-02-20T09:36:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
221244,Pace Preparatory Academy - High School,6711 E 2nd St,Prescott Valley,AZ,86314,United States,34.580127,-112.348886,Type 1 (J1772),3.7,4,N/A,Public,Operational,2024-02-20T09:52:00Z,Access: School business hours; No reviews found,N/A,N/A,N/A
219318,PB BELL ZATERRA NORTH,200 W Germann Rd,Chandler,AZ,85286,United States,33.277077,-111.844962,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:41:00Z,"Access: 24 hours daily; ""First thing to note is the staff and maintenance crew are amazing!""; ""This place is fabulous, the apartment is roomy with a killer kitchen.""; ""I have never in 38 years experienced such unprofessional and illegal behavior.""",N/A,N/A,N/A
123164,ASBURYVILLAGE ASBURY STAT 1,814 Handsworth Ln,Raleigh,NC,27607,United States,35.795027,-78.738174,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:55:00Z,"Access: 24 hours daily; ""Stunning interiors, and you can't beat the location/ amenities.""; ""Fun people in the clubhouse, great pool area and dog park.""; ""Quan responded and resolved our service order quickly!""",N/A,N/A,N/A
219689,SCA-BLUEZONE SOUTH 1,1641 E Evans Dr,Phoenix,AZ,85032,United States,33.618188,-111.979614,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:43:00Z,Access: Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm; No reviews found,N/A,N/A,N/A
29682,710 Corporate Center Drive,710 Corporate Center Drive,Raleigh,NC,27607,United States,35.791814,-78.738807,Type 1 (J1772),N/A,0,Clipper Creek,Public,Unknown,2017-11-04T14:04:00Z,No reviews found,N/A,N/A,N/A
219483,SEVENTYONE15 NORTH WEST,7115 East McDowell Road,Scottsdale,AZ,85257,United States,33.464897,-111.928266,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:42:00Z,"Access: 24 hours daily; ""The management & office team are all amazing along with the maintenance staff.""; ""First of all, there is no such thing as recycling vs regular trash.""; ""The community is well kept and the amenities are high end.""",N/A,N/A,N/A
280909,"Phoenix, AZ - East Cactus Road Supercharger",4304 E Cactus Road,Phoenix,AZ,85032,United States,33.5997075,-111.9884395,NACS / Tesla Supercharger,250,16,Tesla (Tesla-only charging),Public,Operational,2023-12-29T18:19:00Z,"General: 16 Superchargers, available 24/7, up to 250kW; No reviews found",N/A,N/A,N/A
219402,BANNER HEALTH DESERT 1,1520 S Dobson Rd,Mesa,AZ,85202,United States,33.387632,-111.878483,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:42:00Z,"Access: 24 hours daily; ""Communication, between staff, doctors, and other hospital staff is lousy.""; ""How elderly or handicapped people manage to navigate this place is beyond me!""; ""Two recliner chairs in room, until we went to cafeteria do get food.""",N/A,N/A,N/A
218110,LCEV LUXOR CLUB,13800 Egrets Nest Dr,Jacksonville,FL,32258,United States,30.12691,-81.521111,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:36:00Z,"Access: 24 hours daily; ""Great amenities, lovely staff wonderful place to call home""; ""Love my apartment but the front desk of this place is a joke.""; ""There is plenty of parking and the entire area is clean and well lit.""",N/A,N/A,N/A
219364,NXP Semiconductors Inc,1300 N Alma School Rd,Chandler,AZ,85224,United States,33.32628,-111.862961,Type 1 (J1772),3.7,10,N/A,Private - Restricted Access,Operational,2024-02-20T09:41:00Z,"Access: 24 hours daily; ""This was awesome customer service.""; ""If management doesn't like you, it doesn't matter how hard of worker you are.""; ""Obviously from the many reviews, they treat their employees horribly.""",N/A,N/A,TRUE
120667,TEMPE MARKET,2000 E Rio Salado Pkwy,Tempe,AZ,85281,United States,33.429776,-111.898885,Type 1 (J1772),3.7,6,ChargePoint,Public,N/A,2020-06-26T02:55:00Z,"Access: 24 hours daily; ""Great assortment of store options from clothing to food to cigars and wine.""; ""Shopping eating beautiful place to hangout with friends or family""; ""Parking is a bit strange but the area is clean and well lit even at night!""",N/A,N/A,N/A
