StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
102977,GPM 4638 GPM 4638,8830 Main St,Birch Run,MI,48415,United States,43.24978,-83.77788,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:38:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
118543,M1 Concourse,1 Concourse DR,Pontiac,Michigan,48341,United States,42.621989,-83.284848,Tesla (Model S/X),16,4,Tesla (Tesla-only charging),Public - Membership Required,Operational,2019-03-25T06:57:00Z,"General: 4 Tesla Connectors, up to 16kW.Available for members only. Please call ahead.; No reviews found",N/A,FALSE,TRUE
4092,City of Greenville - Richardson Garage,66 Richardson St,Greenville,SC,29601,United States,34.852437,-82.399901,"Type 1 (J1772), CHAdeMO, CCS (Type 1)","3.7, 50, 50",4,N/A,Public,Operational,2024-02-20T09:52:00Z,"Access: 24 hours daily; pay lot; ""Just watch out, cops sit on the rooftop waiting for loud cars.""; ""Great location, excellent weekend prices!!""; ""With its proximity to Main Street, it is my go-to place to park downtown.""",N/A,N/A,N/A
306509,Flying J - Saginaw,3475 E Washington Rd,Saginaw,Michigan,48601,United States,43.45110397,-83.89352164,CCS (Type 1),350,4,eVgo Network,Public,Operational,2024-11-25T16:30:00Z,"""HUGE selection of drinks and snacks, but the prices are a bit high.""; ""Yummy coffee, great service.""; ""They made us a pizza on Thanksgiving night...very nice experience""",N/A,N/A,N/A
75754,Hilton Garden Inn - Tesla,7010 Padre Blvd,South Padre Island,TX,78597,United States,26.1384257,-97.170226,Tesla (Model S/X),16,3,Tesla (Tesla-only charging),Public,Operational,2017-01-31T19:12:00Z,"Access: 24 hours daily; for Tesla use only; see front desk for access; ""In-house restaurant and bar have excellent food, drinks and service.""; ""Check in to an unpleasant smelling room One elevator didnt work long wait .""; ""Great staff, very good rooms, great breakfast and good location.""",Free,N/A,N/A
143813,Beachfront Hotel Houghton Lake,4990 W Houghton Lake Dr,Houghton Lake,MI,48629,United States,44.299805,-84.738589,Type 1 (J1772),3.7,1,N/A,Public,Operational,2024-02-20T10:43:00Z,"Access: 24 hours daily; for guest use only; ""Cold cereal, muffins, pastries, waffles, bagels, fruit, oatmeal etc.""; ""Awsome Beach friendly staff nice comfortable room and good breakfast 👍👍""; ""The stay so relaxing and quiet and love the soft water we got the jacuzzi suite.""",N/A,N/A,N/A
62322,The Townsend Hotel - Tesla,100 Townsent St,Birmingham,MI,48009,United States,42.5448439,-83.2154089,Tesla (Model S/X),16,2,Tesla (Tesla-only charging),Public,Operational,2017-01-31T18:46:00Z,"Access: 24 hours daily; for Tesla use only; for guest use only; see valet for access; ""Service was great and the breakfast Eggs Benedict were cooked perfect""; ""Terrible service, incompetent staff, cold stale food and rude management.""; ""We enjoyed a fantastic lunch there with the nest service and atmosphere.""",Free,N/A,N/A
230686,LaFontaine Ford of Birch Run,11661 N Beyer Rd,Birch Run,MI,48415,United States,43.25436583,-83.7809689,Type 1 (J1772),3.7,2,N/A,Public - Pay At Location,Operational,2024-02-20T10:38:00Z,"Access: 24 hours daily
Public - Credit card at all times; ""Highly recommend Birch Run Ford for both sales and service!""; ""Excellent, very pleasant experience, treated like a valued customer.""; ""I ended up with a Chevy Equinox with a really cool Mocha color.""",N/A,TRUE,FALSE
270017,BP Lathrup Village,26727 Southfield Rd,Southfield,MI,48076,United States,42.4863887,-83.22257267,"CHAdeMO, CCS (Type 1)","50, 50",2,Red E Charge,Public - Pay At Location,Operational,2024-02-20T10:32:00Z,"Access: 24 hours daily
Public - Credit card at all times; No reviews found",N/A,TRUE,FALSE
228967,The Corporation of the City of Windsor,1125 Prince Rd,Windsor,ON,N9A 4K9,Canada,42.28947486,-83.07398136,Type 1 (J1772),3.7,2,N/A,Public,Operational,2024-02-20T10:30:00Z,"Access: 24 hours daily; ""I liked it just as a regular place for family and friends gathering.""; ""Large space with lots of amenities and playground area for kids""; ""Would give 5 if it had anywhere within walking distance to get food.""",N/A,N/A,N/A
