StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
105552,Atticus Hotel,352 Ne Ford St,McMinnville,Oregon,97128,United States,45.210615,-123.193301,Tesla (Model S/X),8,2,Tesla (Tesla-only charging),Public - Membership Required,Operational,2018-06-08T05:38:00Z,"General: 2 Tesla Connectors, up to 8kW.Available for customers. Please see front desk.; ""Great burger, good fries, alcohol drinks are a bit overpriced but very tasty.""; ""Free espresso 24/7 Awesome staff Great rooms and amazing service""; ""Great drink selection, from top shelf spirits to a small winery of selections.""",N/A,FALSE,TRUE
233576,S 84th St and S Park Avenue,8402 S Park Ave,Tacoma,WA,98444,United States,47.18093,-122.44228,Type 1 (J1772),3.7,1,flo,Public,Operational,2024-02-20T10:52:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
244870,McDonald's #4745,4444 Chiles Road,Davis,CA,95616,United States,38.55044,-121.69741,Type 1 (J1772),3.7,3,Blink Charging,Public,Operational,2024-02-20T10:04:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
249715,ALLEY 111 CP1,11011 NE 9th St,Bellevue,WA,98004,United States,47.618104,-122.19222,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T10:53:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
249644,Stay Pineapple,155 108th Ave NE,Bellevue,WA,98004,United States,47.61176,-122.19734,Type 1 (J1772),3.7,2,Blink Charging,Public,Operational,2024-02-20T10:53:00Z,"Access: 24 hours daily; ""My boyfriend and I stayed at The Maxwell Hotel in Seattle during the holiday's.""; ""The staff at check in was great, helpful.""; ""This was a great stay and the beds were supper.""",N/A,N/A,N/A
116171,Willows Lodge - Tesla Destination,14850 NE 145th St,Woodinville,WA,98072,United States,47.732864,-122.147196,Tesla (Model S/X),3.7,5,Tesla (Tesla-only charging),Public,Operational,2024-02-20T10:54:00Z,"""GREAT service, rooms, staff, food, amenities, location.""; ""The place has great hiking options and our Dog absolutely enjoyed the stay!""; ""We got the ""nicest"" room and got upgraded to a suite.""",N/A,N/A,N/A
290312,"Tukwila, WA - Southcenter Parkway Supercharger",17501 Southcenter Pkwy,Tukwila,WA,98188,United States,47.44739308,-122.2636372,NACS / Tesla Supercharger,250,16,Tesla (Tesla-only charging),Public,Operational,2024-02-19T00:05:00Z,"General: 16 Superchargers up to 250kW, Available 24/7, Access: Located at Park Place Shopping Center; No reviews found",N/A,N/A,N/A
249665,531607 : Centre 425 / Everest,425 106th Avenue Northeast,Bellevue,WA,98004,United States,47.6141795,-122.199362,Type 1 (J1772),3.7,6,Blink Charging,Public,Temporarily Unavailable,2024-02-20T10:53:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
90635,Maccallum House,45020 Albion St,Mendocino,California,95460,United States,39.30559,-123.799629,Tesla (Model S/X),16,2,Tesla (Tesla-only charging),Public - Membership Required,Operational,2017-07-20T13:13:00Z,"General: 2 Tesla Connectors, up to 16kW.Available for customers. Please call ahead.; No reviews found",N/A,FALSE,TRUE
249741,NORAM BLOCK 20 #7,1550 121st Ave NE,Bellevue,WA,98005,United States,47.622478,-122.177542,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:53:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
