StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
144220,6013 Lasalle,6013 Lasalle,Verdun,QC,H4H 1M7,Canada,45.446903,-73.572695,Type 1 (J1772),3.7,4,Circuit Electrique,Public,Operational,2023-07-12T09:24:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
72861,MG Investment,"201 Alhambra Circle
#514",Coral Gables,FL,33134,United States,25.7525939,-80.2597939,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-06T04:01:00Z,Access: MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 06:00am-12:00pm; SU: Closed; No reviews found,N/A,FALSE,TRUE
268981,1122 Lemoyne St,1122 Lemoyne St,Los Angeles,CA,90026,United States,34.076168,-118.260166,Type 1 (J1772),3.7,1,flo,Public,Operational,2024-02-20T09:49:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
248915,1150 Galt,1150 Galt,Montréal,QC,H4G 2P9,Canada,45.462315,-73.577675,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:24:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
144440,123 Querbes,123 Avenue Querbes,Montréal,QC,H3T 1Z1,Canada,45.517794,-73.598015,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2020-06-26T03:09:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
144252,482 Galt,482 Galt,Verdun,QC,H4G 2P4,Canada,45.462028,-73.570953,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:24:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
220635,ORSINI III LA SPACE 374,816 Bartlett St,Los Angeles,CA,90012,United States,34.062407,-118.245232,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T09:48:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
229263,UMASS AMHERST UMASS OH LOT49L,Orchard Hill Way,Amherst,MA,1003,United States,42.392786,-72.519908,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:32:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
241074,801 S. OLIVE STATION 1,801 S Olive St,Los Angeles,CA,90014,United States,34.045042,-118.257349,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:48:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
144119,Como Pizzeria (Delson) inc.,7 Rue Principale Sud,Delson,QC,J5B 1Z3,Canada,45.382993,-73.54206,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:47:00Z,"Access: 24 hours daily; ""Staff, service and the food is the best around, it's worth the price..""; ""( I took the pizza dough bread ) I had something weird fried into my fries.""; ""And the second one was chicken & mango pineapple with a spicy sauce.""",N/A,N/A,N/A
282705,Wesleyan University -  Exley Science Center,265 church st,Middletown,CT,6459,United States,41.553306,-72.657674,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:25:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
144255,1105 De L'église,1105 De L'église,Montréal,QC,H4G 2N8,Canada,45.463222,-73.578012,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:24:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
160036,MONTAGUE SIXTH ST,33 6 St,Montague,MA,1376,United States,42.6066,-72.55975,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:33:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
144331,Westmount - Stationnement municipal Greene,1368 Av. Greene,Westmount,QC,H3Z 2B1,Canada,45.487284,-73.591454,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:25:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
119551,Hyde Midtown Condominium,"121 NE 34th Street
Suite 700",Miami,FL,33137,United States,25.8082614,-80.1938407,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-01T04:59:00Z,Access: MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified; No reviews found,N/A,FALSE,TRUE
144501,630 Jean-Talon O,630 Jean-Talon O,Montréal,QC,H3N 1R7,Canada,45.527574,-73.62377,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
241139,ONE CAL PLAZA P1 01,300 S Grand Ave,Los Angeles,CA,90071,United States,34.052508,-118.251503,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T09:48:00Z,"Access: 24 hours daily; ""Amazing place to walk around, many food stores and restaurants and more!""; ""Every kind of food, Mexican, Japanese, and American fast food.""; ""Restaurants and green space and a lovely Starbucks with friendly, helpful staff!""",N/A,N/A,N/A
229234,AMHERST PRAY STREET 1,27 Pray St,Amherst,MA,1002,United States,42.38027,-72.51818,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:31:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
235002,Hydro-Québec,6650 rue Boyer,Montreal,QC,H2S 2J3,Canada,45.5379266,-73.6071754,"CHAdeMO, CCS (Type 1)","50, 50",2,Circuit Electrique,Private - Restricted Access,Planned For Future Date,2024-02-20T10:48:00Z,General: Planned for future date. Not Operational.; No reviews found,N/A,N/A,TRUE
39878,BROOKFIELD WEST,601 S Figueroa St,Los Angeles,CA,90017,United States,34.050833,-118.258866,Type 1 (J1772),3,8,ChargePoint,Public,N/A,2019-12-24T09:11:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
