StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
73873,First Capital-Bmo Ottawa,1454 Merivale Road,Ottawa,QC,K2E 5P1,Canada,45.36349,-75.73362,Type 1 (J1772),7,1,flo,Public - Membership Required,Operational,2017-01-22T19:28:00Z,No reviews found,CAD 1.00/hour,FALSE,TRUE
232441,ChargeLab - Richmond Rd,495 Richmond Rd,Ottawa,ON,K2A 4H6,Canada,45.3892865,-75.7615425,Type 1 (J1772),3.7,2,Chargelab,Private - Restricted Access,Operational,2024-02-20T10:47:00Z,Access: 24 hours daily; Employees only; No reviews found,N/A,N/A,TRUE
233881,Stationnement ARVO P1,2-93 rue Arseneault Suite 315,Val-d'Or,QC,J9P 0E9,Canada,48.052291,-77.788056,Type 1 (J1772),3.7,8,flo,Public,Operational,2024-02-20T10:54:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
28466,VALLEY RD PLAZA,148 Valley Road,Montclair,NJ,7042,United States,40.82327,-74.219513,"Type 1 (J1772), CCS (Type 1)","3.7, 40",2,ChargePoint,Public,N/A,2020-06-26T03:03:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
294448,AAF STATION 3,3306 Bridge Ave,Point Pleasant,NJ,8742,United States,40.080805,-74.088508,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:16:00Z,"Access: 24 hours daily; ""Great service advisors, service technicians and sales associates.""; ""Excellent sales and service,Personable staff and a pleasure to do business with!""; ""Comfortable waiting area, Andrew the service rep was great to work with.""",N/A,N/A,N/A
294568,THE WYLDES 137,1100 S 5th St,Harrison,NJ,7029,United States,40.736372,-74.153572,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T10:20:00Z,"Access: 24 hours daily; ""Giving 5 star to amenities, safety, kitchen, bathroom and all staffs😊.""; ""Highly recommend this place to anyone looking for a great living experience!""; ""The pool is not loud at all, even when there are people in the area.""",N/A,N/A,N/A
143850,Town of Dekalb,4343 US Highway 11,DeKalb Junction,NY,13630,United States,44.505435,-75.273847,Type 1 (J1772),3.7,2,EV Connect,Public,Operational,2024-02-20T10:44:00Z,No reviews found,N/A,N/A,N/A
293265,ALEXAN MIRAMAR 8EDA,14726 SW 10th St,Pembroke Pines,FL,33027,United States,26.000216,-80.343166,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:32:00Z,"Access: 24 hours daily; ""Very happy with the maintenance technician Raúl, excellent service""; ""Horrific experience, I feel robbed and lied to .""; ""One of the highlights of this apartment is its location.""",N/A,N/A,N/A
282613,SHOWROOM LOT SERVICE 2,700 US-46,Little Falls,NJ,7424,United States,40.881483,-74.207528,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T10:22:00Z,"Access: 24 hours daily; ""Fast diagnosis of my cars problem.pleasant service people to deal with.""; ""He worked with my budget and gave me tons of negotiable deals and offers.""; ""Your staff is LITERALLY letting money walk out the door.""",N/A,N/A,N/A
28461,Brassworks on Grove,105 Grove St,Montclair,NJ,7042,United States,40.814101,-74.2078,Type 1 (J1772),3.7,1,N/A,Private - Restricted Access,Operational,2024-02-20T10:21:00Z,Access: Tenant use only; No reviews found,N/A,N/A,TRUE
102807,Pine Belt Nissan - Keyport,111 State Route 36,Keyport,NJ,7735,United States,40.42832,-74.192387,Type 1 (J1772),3.7,1,N/A,Public - Notice Required,Operational,2024-02-20T10:18:00Z,"Access: Dealership business hours
Public - Call ahead; ""Got my Nissan Pathfinder exceptionally well mannered staff and service.""; ""Not to mention the 2+ hour wait for and oil change and tire plug from nail.""; ""To the mechanics who always do amazing work on fixing up my cars problems.""",N/A,FALSE,FALSE
