StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
144337,1306 Olier,1306 Rue Olier,Montréal,QC,H3C 1W4,Canada,45.490468,-73.558526,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2020-06-26T03:09:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
73650,Amt-Terminus Terrebonne,4800 Côte-de-Terrebonne,Terrebonne,QC,J6W 6J4,Canada,45.69660568,-73.65426636,Type 1 (J1772),7,2,flo,Public - Membership Required,Operational,2017-10-14T05:25:00Z,No reviews found,CAD 2.50,FALSE,TRUE
232791,5773 Chabot,5773 Chabot,Montréal,QC,H2G 1W7,Canada,45.540879,-73.588183,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
139309,PUR,225 W 3rd St,Long Beach,CA,90802,United States,33.7708347,-118.1945326,Type 1 (J1772),3,2,ChargePoint,Public,Operational,2019-12-24T09:10:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
241368,4977 Hollywood Blvd,4977 Hollywood Blvd,Los Angeles,CA,90027,United States,34.101986,-118.298288,Type 1 (J1772),3.7,1,Shell Recharge Solutions (US),Public,Temporarily Unavailable,2024-02-20T09:49:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
262362,1101 W 28th St,1101 W 28th St,Los Angeles,CA,90007,United States,34.029398,-118.284266,Type 1 (J1772),3.7,1,flo,Public,Operational,2024-02-20T09:47:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
232923,10825 Edger,10825 Edger,Montréal,QC,H1G 3E1,Canada,45.598483,-73.62168,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:27:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
281735,EDUCATION CTR 9 & 10,523 S Santa Fe Ave,Compton,CA,90221,United States,33.891812,-118.216524,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:46:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
72861,MG Investment,"201 Alhambra Circle
#514",Coral Gables,FL,33134,United States,25.7525939,-80.2597939,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-06T04:01:00Z,Access: MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 06:00am-12:00pm; SU: Closed; No reviews found,N/A,FALSE,TRUE
74062,Place Ville-Marie,4 Place Ville-Marie,Montréal,QC,H3B 2E7,Canada,45.501046,-73.569555,Type 1 (J1772),7,1,flo,Public - Membership Required,Operational,2016-11-27T12:13:00Z,No reviews found,CAD 1.00/hour,FALSE,TRUE
158841,BWP EV CHARGE BWP LIBRARY,300 N Buena Vista St,Burbank,CA,91505,United States,34.164663,-118.331132,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:50:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
74182,Plateau Mont-Royal-Aréna Mont-Royal,4365 Cartier Rue,Montréal,QC,H2H 2N9,Canada,45.533424,-73.57226,Type 1 (J1772),7,1,flo,Public - Membership Required,Operational,2016-11-29T09:22:00Z,"""The ice condition is great and it offers free public skating as well.""; ""I love the place, it's we maintained, clean and I love the staff""; ""Nice people especially the dudes at 8 to 10pm.""",CAD 2.50,FALSE,TRUE
