StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
276954,Camelot at Toms River,100 Kaplan Court Unit 101,Toms River,NJ,8753,United States,39.9740454,-74.1793993,Type 1 (J1772),3.7,1,Blink Charging,Public,Operational,2024-02-20T10:15:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
232332,First Capital Asset Management LP,3131-3141 Strandherd Dr,Nepean,ON,K2J 5N1,Canada,45.27450632,-75.72019979,Type 1 (J1772),3.7,2,N/A,Public,Operational,2024-02-20T10:46:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
111316,PARKING SERVICE,Tower Rd,Ottawa,ON,K2G 3H2,Canada,45.3487237,-75.7545402,Type 1 (J1772),3,2,ChargePoint,Public,N/A,2019-12-24T09:23:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
263026,BUILDING B 1725 FRONT LT,1194 Edgewood Pkwy,Union,NJ,7083,United States,40.673931,-74.251075,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:19:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
239139,OBE POWER PALMS@WESTON,16104 Emerald Estates Dr,Weston,FL,33331,United States,26.067936,-80.36498,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:32:00Z,"Access: 24 hours daily; ""Excellent food in the restaurant as well as great service.""; ""Great staff, great facilities=Great Place.""; ""We have the best tenants and they thoroughly enjoy all the 5 * amenities""",N/A,N/A,N/A
278021,PARKING SERVICE P9-1 S BUILDING,1385 Woodroffe Ave,Ottawa,ON,K2G 2J6,Canada,45.350425,-75.752758,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:47:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
261909,365 N OCEAN 601 N OCEAN G,601 N Ocean Blvd,Boca Raton,FL,33432,United States,26.356884,-80.071103,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:32:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
294542,LOT 1 JERSEY AV BOLLWAGE GAR 1,37 Caldwell Pl,Elizabeth,NJ,7201,United States,40.664399,-74.216562,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:19:00Z,"Access: 24 hours daily; ""Nice place to park if staying long hours.""; ""There are some significant design and structure flaws in this building.""; ""There sometimes is history we walk past everyday and never stop to take a look.""",N/A,N/A,N/A
138202,IKEA - Sunrise,151 NW 136th Ave,Sunrise,FL,33325,United States,26.121522,-80.331787,Type 1 (J1772),3.7,3,Blink Charging,Public,Operational,2020-06-26T02:52:00Z,"Access: MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours; ""Great service, incredible food, quality furniture for an affordable price.""; ""Prices for kitchen cabinets sky high average size kitchen - $ 28K up !!!""; ""One day we are going to sit with the staff and design a new kitchen.""",N/A,N/A,N/A
227725,GHMC PARKINGGARAGE7,707 E Main St,Middletown,NY,10940,United States,41.441713,-74.366615,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:24:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
