StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
239198,FPL EVOLUTION BOCARATONCITY2,1700 NW 2nd Ave,Boca Raton,FL,33432,United States,26.35195,-80.089974,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:32:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
217242,FPL EVOLUTION WESTON-VISTAPK1,18800 Vista Park Blvd,Weston,FL,33332,United States,26.062545,-80.400655,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:32:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
159714,Montclair Municipal Town Hall,205 Claremont Avenue,Montclair,NJ,7042,United States,40.817315,-74.215388,Type 1 (J1772),3.7,2,N/A,Private - Restricted Access,Planned For Future Date,2024-02-20T10:21:00Z,"General: Planned for future date. Not Operational., Access: 9am-3pm public use; fleet and employee use at all other times; No reviews found",N/A,N/A,TRUE
232361,INVEST OTTAWA CPE250 #1`,1740 Woodroffe Ave,Ottawa,ON,K2G 3R8,Canada,45.30906,-75.759778,"CHAdeMO, CCS (Type 1)","50, 50",2,ChargePoint,Public,Operational,2024-02-20T10:46:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
227308,"UBP Pompton Lakes (Pompton Lakes, NJ)",55 Wanaque Ave,Pompton Lakes,NJ,7442,United States,41.00742,-74.29353,"CHAdeMO, CCS (Type 1)","50, 150",5,Electrify America,Public,Operational,2023-11-30T15:14:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
142509,VERONA TOWNSHIP VERONA TWP1,Bloomfield Ave at Lakeside Ave,Verona,NJ,7044,United States,40.832207,-74.246124,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:21:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
220792,"Yucca Valley, CA - Tesla Supercharger",57220-57274  Twentynine Palms Highway,Yucca Valley,CA,92284,United States,34.123815,-116.415701,NACS / Tesla Supercharger,250,16,Tesla (including non-tesla),Public,Operational,2024-06-05T12:29:00Z,"Access: 24 hours daily; ""Near cool stuff, but only charging at 72kW.""; ""Easy, a little expensive bit a breeze.""; ""Overall a good experience.""",N/A,N/A,N/A
262941,LG MAZDA LG MAZDA,101 NJ-37,Toms River,NJ,8753,United States,39.963056,-74.19193,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:15:00Z,"Access: 24 hours daily; ""Great service always, great staff, you have me as a customer!""; ""Service team is unmatched in their customer service.""; ""I was extremely happy with the quality of work and the fast repair turnaround.""",N/A,N/A,N/A
70279,Pocket Park - Tesla,171 Main St,Tonopah,NV,89049,United States,38.06982798,-117.232332,NACS / Tesla Supercharger,150,8,Tesla (Tesla-only charging),Public,Operational,2023-11-15T16:47:00Z,Access: 24 hours daily - Tesla use only; No reviews found,$0.24/min >=60kW; $0.12/min <60kW; other tariffs for older cars,N/A,N/A
248767,Sparkle Solutions Corp.,33 Banner Rd,Ottawa,ON,K2H 8V7,Canada,45.33305705,-75.78647882,Type 1 (J1772),3.7,2,N/A,Private - Restricted Access,Planned For Future Date,2024-02-20T10:46:00Z,"General: Planned for future date. Not Operational.; ""The staff are friendly, helpful and courteous.""; ""This place and the management are HORRIBLE.""; ""Bad smells Never responds to requests for repairs or maintenance.""",N/A,N/A,TRUE
