StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
278434,The Pearl - Sherwood Developments,250 River Rd,Winnipeg,MB,R2M 3G8,Canada,49.821509,-97.138251,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:57:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
295087,WEST PERTH 185 WELLINGTON2,185 Wellington St,Mitchell,ON,N0K 1N0,Canada,43.469428,-81.188481,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:39:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
115865,Airbnb - Park City - Tesla Destination,55 King Rd,Park City,UT,84060,United States,40.638858,-111.495404,Unknown,3,1,Tesla (Tesla-only charging),Private - Restricted Access,N/A,2019-04-06T05:04:00Z,Access: For Tesla use only; reservation required ; No reviews found,N/A,N/A,TRUE
226476,SHARPSBURG SHARPSBURG 1,1000 Main St,Sharpsburg,PA,15215,United States,40.494652,-79.931977,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T10:18:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
269714,THE PROSPECTOR LOT 5,2255 Sidewinder Dr East Parking Lot,Park City,UT,84060,United States,40.663714,-111.492034,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:19:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
124858,University of Pittsburgh Medical Center - St Margaret's Parking Lot,815 Freeport Rd,Pittsburgh,PA,15215,United States,40.491031,-79.895769,Type 1 (J1772),3.7,1,N/A,Public,Operational,2024-02-20T10:18:00Z,"Access: 24 hours daily; ""Just got home yesterday, I was in very Good and Blessed Hands.""; ""Good bed side manners or doctors or nurses who actually care about patient care.""; ""Friendly service, professional, caring staff.""",N/A,N/A,N/A
142191,"Sheetz 377 - Belle Vernon, PA",4692 Route 51 South.,Belle Vernon,PA,15012,United States,40.186001,-79.817469,"CHAdeMO, CCS (Type 1), CCS (Type 1)","50, 150, 350",5,Electrify America,Public,Operational,2023-11-21T13:15:00Z,"Access: 24 hours daily; ""Fully stocked and recently rennovated location with indoor and outdoor seating.""; ""Ordered 2 breakfast chicken sandwiches and a pretzel with cheese.""; ""I have never had to wait a long time to check out or receive food or beverage.""","(1-90 kW) $0.16/minute, (1-350 kW) $0.32/minute",N/A,N/A
278433,FW EV1 FWEV1,84 Snow St,Winnipeg,MB,R3T 2M4,Canada,49.807691,-97.148493,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:57:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
234442,Henlow Complex,453 Dovercourt Dr,Winnipeg,MB,R3Y 1M5,Canada,49.81662209,-97.18822475,Type 1 (J1772),3.7,3,N/A,Private - Restricted Access,Planned For Future Date,2024-02-20T10:57:00Z,"General: Planned for future date. Not Operational., Access: 24 hours daily; Plug N Charge from 7am-5pm; RFID/Credit Card from 5pm-7am; No reviews found",N/A,N/A,TRUE
123306,SEC EVC COLISEUM 1,1921 W Gate City Blvd,Greensboro,NC,27403,United States,36.05778,-79.826559,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:56:00Z,"Access: 24 hours daily; ""Excellent staff, quality seating, and reasonably priced drinks.""; ""Good place to eat if you like informal sit-down dining and barbecue.""; ""There are tons of places to get beer, liquor or soft drinks & water.""",N/A,N/A,N/A
