StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
72861,MG Investment,"201 Alhambra Circle
#514",Coral Gables,FL,33134,United States,25.7525939,-80.2597939,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-06T04:01:00Z,Access: MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 06:00am-12:00pm; SU: Closed,N/A,FALSE,TRUE
119551,Hyde Midtown Condominium,"121 NE 34th Street
Suite 700",Miami,FL,33137,United States,25.8082614,-80.1938407,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-01T04:59:00Z,Access: MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,N/A,FALSE,TRUE
227243,Yonkers Main Yard,"969 A Midland Ave
Yonkers, NY 10704",Yonkers,NY,10704,United States,40.935943,-73.8575832,Type 1 (J1772),3.7,6,Blink Charging,Public,Operational,2023-09-28T05:01:00Z,Access: 24 hours daily,N/A,N/A,N/A
158226,Third Floor Stations,"848 Brickell Key Drive
Suite 503",Miami,FL,33131,United States,25.7692838,-80.1837141,Type 1 (J1772),3.7,2,SemaConnect,Public,Operational,2020-06-26T02:52:00Z,Access: MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,N/A,N/A,N/A
138649,Manchester Financial Fifth Ave,"2550 Fifth Ave
#900",San Diego,CA,92103,United States,32.7319608,-117.1606582,Type 1 (J1772),3.7,2,SemaConnect,Public,Operational,2020-06-26T02:55:00Z,Access: MO: 06:00am-05:00pm; TU: 06:00am-05:00pm; WE: 06:00am-05:00pm; TH: 06:00am-05:00pm; FR: 06:00am-05:00pm; SA: 08:00am-02:00pm; SU: Closed,N/A,N/A,N/A
67411,Jedediah Hawkins Inn - Tesla,400 S Jamesport Ave,Riverhead,NY,11901,United States,40.9471565,-72.5796303,Tesla (Model S/X),16,1,Tesla (Tesla-only charging),Public,Operational,2017-01-26T02:24:00Z,Access: 24 hours daily; for Tesla use only; for guest use only; see front desk for access,Free,N/A,N/A
144931,Municipalité de Piedmont,670 Principale,Piedmont,QC,J0R 1K0,Canada,45.8989,-74.1318,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:29:00Z,Access: 24 hours daily,N/A,N/A,N/A
121896,ANAHEIM,1874 S Santa Cruz St,Anaheim,CA,92805,United States,33.800897,-117.895981,Type 1 (J1772),3,12,ChargePoint,Public,N/A,2019-12-24T09:10:00Z,Access: 24 hours daily,N/A,N/A,N/A
282708,Wesleyan University - Admissions Building,70 Wyllis ave,Middletown,CT,6459,United States,41.556933,-72.658311,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:25:00Z,Access: 24 hours daily,N/A,N/A,N/A
262256,"IRVINE MARRIOTT EVC#6 PTS 10,11",18000 Von Karman Ave,Irvine,CA,92612,United States,33.678325,-117.851357,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:44:00Z,Access: 24 hours daily,N/A,N/A,N/A
282705,Wesleyan University -  Exley Science Center,265 church st,Middletown,CT,6459,United States,41.553306,-72.657674,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:25:00Z,Access: 24 hours daily,N/A,N/A,N/A
240405,IRVINE  CO  OFC IRV TWRS PH2 07,18500 Von Karman Ave,Irvine,CA,92612,United States,33.675894,-117.850577,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:44:00Z,Access: 24 hours daily,N/A,N/A,N/A
240404,IRVINE  CO  OFC IRV TWRS PH2 05,18500 Von Karman Ave,Irvine,CA,92612,United States,33.675861,-117.850615,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T09:44:00Z,Access: 24 hours daily,N/A,N/A,N/A
294794,Six Flags Entertainment Corporation Six Flags New England 1623 Main Street Far West Parking Lot,"Six Flags New England
1623 Main Street",Agawam,MA,1001,United States,42.03699837,-72.62124767,Type 1 (J1772),3.7,26,PEA Volta,Public,Operational,2024-02-20T10:28:00Z,Access: Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,N/A,N/A,N/A
122172,AT MATEO,555 Mateo St,Los Angeles,CA,90013,United States,34.03977,-118.233078,Type 1 (J1772),3.7,8,EV Connect,Public,N/A,2020-06-26T02:56:00Z,Access: Office business hours; for employee and guest use only,N/A,N/A,N/A
143818,CVU,369 C V U Road,Hinesburg,VT,5461,United States,44.34450669,-73.1098938,Type 1 (J1772),3.7,2,SemaConnect,Public,Operational,2020-06-26T03:08:00Z,Access: MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,N/A,N/A,N/A
241087,LADWP - Materials Test Lab,510 E 2nd St,Los Angeles,CA,90012,United States,34.04684,-118.237458,"Type 1 (J1772), CHAdeMO, CCS (Type 1)","3.7, 50, 50",33,N/A,Private - Restricted Access,Operational,2024-02-20T09:48:00Z,Access: Fleet use only,N/A,N/A,TRUE
144486,917 Jean-Talon,917 Jean-Talon O,Montréal,QC,H3N 1S7,Canada,45.525363,-73.625658,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily,N/A,N/A,N/A
232616,2136 Cardinal,2136 Cardinal,MONTRÉAL,QC,H4E 3G3,Canada,45.46028,-73.59336,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:24:00Z,Access: 24 hours daily,N/A,N/A,N/A
139733,City Hall East P1,201 N Los Angeles St,Los Angeles,CA,90012,United States,34.053051,-118.241806,Type 1 (J1772),3.7,11,Shell Recharge Solutions (US),Public,Operational,2024-02-20T09:48:00Z,Access: 24 hours daily,N/A,N/A,N/A
220635,ORSINI III LA SPACE 374,816 Bartlett St,Los Angeles,CA,90012,United States,34.062407,-118.245232,Type 1 (J1772),3.7,1,ChargePoint,Public,Operational,2024-02-20T09:48:00Z,Access: 24 hours daily,N/A,N/A,N/A
144501,630 Jean-Talon O,630 Jean-Talon O,Montréal,QC,H3N 1R7,Canada,45.527574,-73.62377,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily,N/A,N/A,N/A
121128,EV CHARGER 1,360 E 2nd St,Los Angeles,CA,90012,United States,34.0476717,-118.240258,Type 1 (J1772),3,2,ChargePoint,Public,N/A,2019-12-24T09:11:00Z,Access: 24 hours daily,N/A,N/A,N/A
121917,STARBUCKS STORE,2280 E Carson St,Long Beach,CA,90807,United States,33.8319911,-118.1645844,Type 1 (J1772),3,2,ChargePoint,Public,N/A,2019-12-24T09:10:00Z,Access: 24 hours daily,N/A,N/A,N/A
143092,AMHERST OFF PK AOP NORTH SIDE,417 West St,Amherst,MA,1002,United States,42.341826,-72.52067,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:31:00Z,Access: 24 hours daily,N/A,N/A,N/A
283304,BSR - Verdun - École des Saules-Rieurs,1100 5ième avenue,Verdun,QC,H4G 2Z6,Canada,45.45603,-73.57875,Type 1 (J1772),3.7,4,Circuit Electrique,Public,Operational,2024-02-20T10:47:00Z,Access: 24 hours daily,N/A,N/A,N/A
220702,2126 Berkeley Ave,2126 E Berkeley Ave,Los Angeles,CA,93703,United States,34.083934,-118.260732,Type 1 (J1772),3.7,1,flo,Public,Operational,2024-02-20T09:49:00Z,Access: 24 hours daily,N/A,N/A,N/A
144445,1311 Bernard,1311 avenue Bernard,Outremont,QC,H1N 2B6,Canada,45.519056,-73.609774,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily,N/A,N/A,N/A
144471,779 de l'Épée,779 de l'Épée,Montréal,QC,H2V 3V1,Canada,45.523205,-73.611731,Type 1 (J1772),3.7,4,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily,N/A,N/A,N/A
144593,7501 rue St-Denis,7501 rue St-Denis,Montréal,QC,H2R 2E7,Canada,45.540232,-73.620191,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily,N/A,N/A,N/A
144755,Laval,850 Boul Vanier,Laval,QC,H7C 2M7,Canada,45.604329,-73.652349,Type 1 (J1772),3.7,2,flo,Public,Operational,2024-02-20T10:49:00Z,Access: 24 hours daily,N/A,N/A,N/A
144564,7151 St-Dominique,7151A St-Dominique,Montréal,QC,H2R 1X3,Canada,45.535353,-73.61758,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily,N/A,N/A,N/A
247317,UMASS AMHERST UMASS LOT52,Thatcher Road Lot 52,Amherst,MA,1002,United States,42.387635,-72.521758,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:32:00Z,Access: 24 hours daily,N/A,N/A,N/A
290571,"Vernon, CA - E 25th St Supercharger",1850 E 25th St,Vernon,CA,90058,United States,34.014737,-118.237373,NACS / Tesla Supercharger,250,8,Tesla (Tesla-only charging),Public,Operational,2024-02-05T04:23:00Z,"General: 8 Superchargers up to 250kW, Available 24/7",N/A,N/A,N/A
247311,AMHERST BOLTWOOD LL1,Boltwood Place,Amherst,MA,1002,United States,42.376443,-72.519196,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:31:00Z,Access: 24 hours daily,N/A,N/A,N/A
