StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
72861,MG Investment,"201 Alhambra Circle
#514",Coral Gables,FL,33134,United States,25.7525939,-80.2597939,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-06T04:01:00Z,Access: MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 06:00am-12:00pm; SU: Closed; No reviews found,N/A,FALSE,TRUE
158677,948 E Vernon Ave,948 E Vernon Ave,Los Angeles,CA,90011,United States,34.00384309,-118.2590748,Type 1 (J1772),3.7,1,flo,Public,Operational,2023-07-12T08:12:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
234973,"Burbank, CA - North San Fernando Boulevard - Tesla Supercharger",1009 N San Fernando Blvd,Burbank,CA,91504,United States,34.187451,-118.318014,NACS / Tesla Supercharger,250,8,Tesla (including non-tesla),Public,Operational,2024-06-05T12:44:00Z,"Access: 24 hours daily; ""Convenient location in the sprouts parking lot, central to Burbank.""; ""This supercharger is in the Sprouts grocery store parking lot.""; ""It was especially yummy since I don’t have one where I live anymore.""",N/A,N/A,N/A
73883,St-Léonard-Aréna Martin-Brodeur,5300 Boulevard Robert,St-Léonard,QC,H1R 1R1,Canada,45.58554,-73.59837,Type 1 (J1772),7,1,flo,Public - Membership Required,Operational,2016-11-27T16:54:00Z,No reviews found,CAD 2.50,FALSE,TRUE
71633,Washington State University - Pullman Plant Materials Center,Johnson Hall 113,Pullman,WA,99164,United States,46.731746,-117.157928,Type 1 (J1772),3.7,1,N/A,Private - Restricted Access,Operational,2024-02-20T10:51:00Z,No reviews found,N/A,N/A,TRUE
73871,Sur Rue-Ville-Marie-Rue Metcalfe,1550 rue Metcalfe,Montréal,QC,H3A 3L8,Canada,45.501087,-73.573064,Type 1 (J1772),7,1,flo,Public - Membership Required,Operational,2017-02-10T08:53:00Z,No reviews found,CAD 1.00/hour,FALSE,TRUE
270318,Tour Intact,2020 Robert-Bourassa,Montréal,QC,H3A 2A5,Canada,45.50398,-73.57218,Type 1 (J1772),3.7,4,flo,Public,Operational,2024-02-20T10:48:00Z,"Access: 24 hours daily; ""Good service, nice people""; ""There are many competitors out there do not waste your time and money and energy""; ""Yes this company offered a better price of 1320+tx/year.""",N/A,N/A,N/A
294794,Six Flags Entertainment Corporation Six Flags New England 1623 Main Street Far West Parking Lot,"Six Flags New England
1623 Main Street",Agawam,MA,1001,United States,42.03699837,-72.62124767,Type 1 (J1772),3.7,26,PEA Volta,Public,Operational,2024-02-20T10:28:00Z,Access: Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm; No reviews found,N/A,N/A,N/A
249075,387 Villeneuve,"387, Rue Villeneuve Est",Montréal,QC,H2T 1M1,Canada,45.525091,-73.585996,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:26:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
122277,Department of Mental Health,523 Shatto Pl,Los Angeles,CA,90020,United States,34.064254,-118.290442,Type 1 (J1772),3.7,2,N/A,Private - Restricted Access,N/A,2020-06-26T02:56:00Z,"Access: Permitted employee parking only; keypad activated, instructions on EVSE; No reviews found",N/A,N/A,TRUE
