StationID,LocationName,Address,City,State,Postcode,Country,Latitude,Longitude,PlugTypes,PowerKW,Quantity,NetworkProvider,UsageType,Status,LastVerified,Comments,UsageCost,PaymentRequired,MembershipRequired
144243,6000 Laurendeau,6000 rue Laurendeau,Montréal,QC,H4E 3X4,Canada,45.458143,-73.588273,Type 1 (J1772),3.7,2,Circuit Electrique,Public,Operational,2023-07-12T09:24:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
72861,MG Investment,"201 Alhambra Circle
#514",Coral Gables,FL,33134,United States,25.7525939,-80.2597939,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-06T04:01:00Z,Access: MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 06:00am-12:00pm; SU: Closed; No reviews found,N/A,FALSE,TRUE
241028,1820 Industrial,1820 Industrial St,Los Angeles,CA,90021,United States,34.0358629,-118.2337486,"Type 1 (J1772), CHAdeMO, CCS (Type 1)","3.7, 50, 50",16,EVCS,Public - Pay At Location,Operational,2024-02-20T09:48:00Z,"Access: 24 hours daily
Public - Credit card at all times; No reviews found",N/A,TRUE,FALSE
220877,Glendale Water & Power Utility Operations Center,800 Air Way,Glendale,CA,91201,United States,34.156814,-118.280563,Type 1 (J1772),3.7,2,Shell Recharge Solutions (US),Private - Restricted Access,Temporarily Unavailable,2024-02-20T09:50:00Z,Access: Employee access only; No reviews found,N/A,N/A,TRUE
90249,City Parking Garment One Garage,155 E 34th St,New York,New York,10016,United States,40.746022,-73.978693,Tesla (Model S/X),13,2,Tesla (Tesla-only charging),Public - Membership Required,Operational,2017-07-13T14:28:00Z,"General: 2 Tesla Connectors, up to 13kW.Available for customers. Please see valet.; No reviews found",N/A,FALSE,TRUE
232906,3273 Gouin,3273 Gouin,Montréal,QC,H1H 1A9,Canada,45.586392,-73.652012,Type 1 (J1772),3.7,4,Circuit Electrique,Public,Operational,2023-07-12T09:27:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
28509,Green's Farms Railroad Station,2 Post Office Ln,Westport,CT,6880,United States,41.122442,-73.315136,Type 1 (J1772),3.7,1,N/A,Public,Operational,2024-02-20T10:23:00Z,"Access: 24 hours daily; ""For area residents it is perfect -""; ""The faucet in the bathroom does not work 2 nd week that I’ve noticed""",N/A,N/A,N/A
229243,UMASS AMHERST LOT 71 L2 RIGHT,300 Massachusetts Ave LOT 71,Amherst,MA,1003,United States,42.385103,-72.528257,Type 1 (J1772),3.7,2,ChargePoint,Public,Operational,2024-02-20T10:32:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
220661,The Elysian,1115 Sunset Blvd,Los Angeles,CA,90012,United States,34.06716555,-118.2492777,"CHAdeMO, CCS (Type 1)","50, 50",2,EVCS,Public - Pay At Location,Operational,2024-02-20T09:49:00Z,"Access: 24 hours daily
Public - Credit card at all times; ""The building has tons of ev charging and currently, it’s included in rent.""; ""Location and views were unbeatable.""; ""In fact, I was blamed for reaching out to the on-site manager for assistance.""",N/A,TRUE,FALSE
142630,Roger Ludlowe School,689 Unquowa Rd,Fairfield,CT,6824,United States,41.148757,-73.261769,Type 1 (J1772),3.7,2,N/A,Public,Operational,2024-02-20T10:23:00Z,Access: School hours; No reviews found,N/A,N/A,N/A
278102,8292 St-Gérard,"8292, Rue Saint-Gérard",Montréal,QC,H2P 2C7,Canada,45.5450773,-73.6311426,Type 1 (J1772),3.7,4,Circuit Electrique,Public,Operational,2024-02-20T10:48:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
217170,TGAW 2916 NMA,2916 North Miami Avenue,Miami,FL,33137,United States,25.8043047,-80.1955704,Type 1 (J1772),3.7,8,Blink Charging,Public,Operational,2024-02-20T09:31:00Z,Access: 24 hours daily; No reviews found,N/A,N/A,N/A
29864,200 W 71st St,200 W 71st St,Manhattan,New York,10023,United States,40.77806473,-73.9825058,NEMA 5-20R,N/A,0,ChargePoint,N/A,Unknown,2017-11-04T14:04:00Z,No reviews found,N/A,N/A,N/A
160412,Hydro-Québec,9110 Avenue Papineau,Montreal,QC,H2M 2C8,Canada,45.560644,-73.636552,"CHAdeMO, CCS (Type 1)","50, 50",2,N/A,Private - Restricted Access,Planned For Future Date,2024-02-20T10:48:00Z,General: Planned for future date. Not Operational.; No reviews found,N/A,N/A,TRUE
119551,Hyde Midtown Condominium,"121 NE 34th Street
Suite 700",Miami,FL,33137,United States,25.8082614,-80.1938407,Type 1 (J1772),3,2,SemaConnect,Public - Membership Required,N/A,2019-04-01T04:59:00Z,"Access: MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified; ""I’ve been an owner here for awhile and love this building and the staff.""; ""The board and management are doing such great work.""; ""You will have to walk through the building garbage room to get your packages.""",N/A,FALSE,TRUE
241318,Barlow Respiratory Hospital,2000 Stadium Way,Los Angeles,CA,90026,United States,34.074638,-118.247709,"CHAdeMO, CCS (Type 1)","50, 50",2,EVCS,Public - Pay At Location,Operational,2024-02-20T09:49:00Z,"Access: 24 hours daily
Public - Credit card at all times; ""Thank you to all the staff who provided excellent service to my husband!""; ""The doctors, nursing staff, therapists and social worker were all amazing.""; ""The day and night staffs are great at Whittier location in PIH 2nd floor.""",N/A,TRUE,FALSE
